# position.dat
#
# Position data for simulation of WSN nodes
# Automatically generated with Python
# Version: 0.10, 2012-may-02
# Author: Marcus Lundén, SICS
# email: marcus.lunden@gmail.com
#
# Model used: Random Waypoint model
# Number of nodes: 3
# Time [s]: 600.0 seconds
# Min speed [m/s]: 1.0
# Max speed [m/s]: 2.0
# Min pause time [s]: 2.0
# Max pause time [s]: 6.0
# Currently disregarding the first 100.0 seconds
# Resolution [s]: 0.2
# Maximum X-size [m]: 180.0
# Maximum Y-size [m]: 180.0
# Note that nodes index here start at zero due to Cooja input format.
#    However, the nodes are indexed >=1 in stats file.
#
#==========================================
0 0.0 84.9520691395 82.2558741185
1 0.0 41.1217242125 31.2729190437
2 0.0 47.9491123133 128.261162833
0 0.2 85.2222659953 82.2242109811
1 0.2 41.4669553345 31.3807740061
2 0.2 47.7465457296 128.499597686
0 0.4 85.4924628511 82.1925478437
1 0.4 41.8121864565 31.4886289685
2 0.4 47.5439791458 128.738032539
0 0.6 85.7626597069 82.1608847064
1 0.6 42.1574175786 31.5964839309
2 0.6 47.3414125621 128.976467391
0 0.8 86.0328565627 82.129221569
1 0.8 42.5026487006 31.7043388933
2 0.8 47.1388459783 129.214902244
0 1.0 86.3030534186 82.0975584316
1 1.0 42.8478798226 31.8121938557
2 1.0 46.9362793945 129.453337097
0 1.2 86.5732502744 82.0658952943
1 1.2 43.1931109447 31.9200488181
2 1.2 46.7337128108 129.69177195
0 1.4 86.8434471302 82.0342321569
1 1.4 43.5383420667 32.0279037804
2 1.4 46.531146227 129.930206803
0 1.6 87.113643986 82.0025690195
1 1.6 43.8835731887 32.1357587428
2 1.6 46.3285796433 130.168641655
0 1.8 87.3838408418 81.9709058822
1 1.8 44.2288043108 32.2436137052
2 1.8 46.1260130595 130.407076508
0 2.0 87.6540376976 81.9392427448
1 2.0 44.5740354328 32.3514686676
2 2.0 45.9234464758 130.645511361
0 2.2 87.9242345534 81.9075796074
1 2.2 44.9192665548 32.45932363
2 2.2 45.720879892 130.883946214
0 2.4 88.1944314092 81.8759164701
1 2.4 45.2644976769 32.5671785924
2 2.4 45.5183133082 131.122381067
0 2.6 88.464628265 81.8442533327
1 2.6 45.6097287989 32.6750335548
2 2.6 45.3157467245 131.360815919
0 2.8 88.7348251208 81.8125901953
1 2.8 45.954959921 32.7828885172
2 2.8 45.1131801407 131.599250772
0 3.0 89.0050219766 81.7809270579
1 3.0 46.300191043 32.8907434796
2 3.0 44.910613557 131.837685625
0 3.2 89.2752188324 81.7492639206
1 3.2 46.645422165 32.998598442
2 3.2 44.7080469732 132.076120478
0 3.4 89.5454156882 81.7176007832
1 3.4 46.9906532871 33.1064534044
2 3.4 44.5054803895 132.31455533
0 3.6 89.815612544 81.6859376458
1 3.6 47.3358844091 33.2143083667
2 3.6 44.3029138057 132.552990183
0 3.8 90.0858093998 81.6542745085
1 3.8 47.6811155311 33.3221633291
2 3.8 44.100347222 132.791425036
0 4.0 90.3560062556 81.6226113711
1 4.0 48.0263466532 33.4300182915
2 4.0 43.8977806382 133.029859889
0 4.2 90.6262031114 81.5909482337
1 4.2 48.3715777752 33.5378732539
2 4.2 43.6952140544 133.268294742
0 4.4 90.8963999672 81.5592850964
1 4.4 48.7168088972 33.6457282163
2 4.4 43.4926474707 133.506729594
0 4.6 91.166596823 81.527621959
1 4.6 49.0620400193 33.7535831787
2 4.6 43.2900808869 133.745164447
0 4.8 91.4367936788 81.4959588216
1 4.8 49.4072711413 33.8614381411
2 4.8 43.0875143032 133.9835993
0 5.0 91.7069905346 81.4642956843
1 5.0 49.7525022633 33.9692931035
2 5.0 42.8849477194 134.222034153
0 5.2 91.9771873904 81.4326325469
1 5.2 50.0977333854 34.0771480659
2 5.2 42.6823811357 134.460469006
0 5.4 92.2473842462 81.4009694095
1 5.4 50.4429645074 34.1850030283
2 5.4 42.4798145519 134.698903858
0 5.6 92.517581102 81.3693062722
1 5.6 50.7881956294 34.2928579906
2 5.6 42.2772479682 134.937338711
0 5.8 92.7877779578 81.3376431348
1 5.8 51.1334267515 34.400712953
2 5.8 42.0746813844 135.175773564
0 6.0 93.0579748136 81.3059799974
1 6.0 51.4786578735 34.5085679154
2 6.0 41.8721148006 135.414208417
0 6.2 93.3281716694 81.2743168601
1 6.2 51.8238889955 34.6164228778
2 6.2 41.6695482169 135.65264327
0 6.4 93.5983685252 81.2426537227
1 6.4 52.1691201176 34.7242778402
2 6.4 41.4669816331 135.891078122
0 6.6 93.868565381 81.2109905853
1 6.6 52.5143512396 34.8321328026
2 6.6 41.2644150494 136.129512975
0 6.8 94.1387622368 81.179327448
1 6.8 52.8595823616 34.939987765
2 6.8 41.0618484656 136.367947828
0 7.0 94.4089590926 81.1476643106
1 7.0 53.2048134837 35.0478427274
2 7.0 40.8592818819 136.606382681
0 7.2 94.6791559484 81.1160011732
1 7.2 53.5500446057 35.1556976898
2 7.2 40.6567152981 136.844817533
0 7.4 94.9493528042 81.0843380358
1 7.4 53.8952757277 35.2635526522
2 7.4 40.4541487143 137.083252386
0 7.6 95.21954966 81.0526748985
1 7.6 54.2405068498 35.3714076146
2 7.6 40.2515821306 137.321687239
0 7.8 95.4897465158 81.0210117611
1 7.8 54.5857379718 35.4792625769
2 7.8 40.0490155468 137.560122092
0 8.0 95.7599433716 80.9893486237
1 8.0 54.9309690938 35.5871175393
2 8.0 39.8464489631 137.798556945
0 8.2 96.0301402274 80.9576854864
1 8.2 55.2762002159 35.6949725017
2 8.2 39.6438823793 138.036991797
0 8.4 96.3003370832 80.926022349
1 8.4 55.6214313379 35.8028274641
2 8.4 39.4413157956 138.27542665
0 8.6 96.570533939 80.8943592116
1 8.6 55.96666246 35.9106824265
2 8.6 39.2387492118 138.513861503
0 8.8 96.8407307948 80.8626960743
1 8.8 56.311893582 36.0185373889
2 8.8 39.0361826281 138.752296356
0 9.0 97.1109276506 80.8310329369
1 9.0 56.657124704 36.1263923513
2 9.0 38.8336160443 138.990731209
0 9.2 97.3811245064 80.7993697995
1 9.2 57.0023558261 36.2342473137
2 9.2 38.6310494605 139.229166061
0 9.4 97.6513213622 80.7677066622
1 9.4 57.3475869481 36.3421022761
2 9.4 38.4284828768 139.467600914
0 9.6 97.921518218 80.7360435248
1 9.6 57.6928180701 36.4499572385
2 9.6 38.225916293 139.706035767
0 9.8 98.1917150738 80.7043803874
1 9.8 58.0380491922 36.5578122008
2 9.8 38.0233497093 139.94447062
0 10.0 98.4619119296 80.6727172501
1 10.0 58.3832803142 36.6656671632
2 10.0 37.8207831255 140.182905473
0 10.2 98.7321087854 80.6410541127
1 10.2 58.7285114362 36.7735221256
2 10.2 37.6182165418 140.421340325
0 10.4 99.0023056412 80.6093909753
1 10.4 59.0737425583 36.881377088
2 10.4 37.415649958 140.659775178
0 10.6 99.272502497 80.577727838
1 10.6 59.4189736803 36.9892320504
2 10.6 37.2130833743 140.898210031
0 10.8 99.5426993528 80.5460647006
1 10.8 59.7642048023 37.0970870128
2 10.8 37.0105167905 141.136644884
0 11.0 99.8128962086 80.5144015632
1 11.0 60.1094359244 37.2049419752
2 11.0 36.8079502067 141.375079736
0 11.2 100.083093064 80.4827384259
1 11.2 60.4546670464 37.3127969376
2 11.2 36.605383623 141.613514589
0 11.4 100.35328992 80.4510752885
1 11.4 60.7998981684 37.4206519
2 11.4 36.4028170392 141.851949442
0 11.6 100.623486776 80.4194121511
1 11.6 61.1451292905 37.5285068624
2 11.6 36.2002504555 142.090384295
0 11.8 100.893683632 80.3877490137
1 11.8 61.4903604125 37.6363618248
2 11.8 35.9976838717 142.328819148
0 12.0 101.163880488 80.3560858764
1 12.0 61.8355915345 37.7442167871
2 12.0 35.795117288 142.567254
0 12.2 101.434077343 80.324422739
1 12.2 62.1808226566 37.8520717495
2 12.2 35.5925507042 142.805688853
0 12.4 101.704274199 80.2927596016
1 12.4 62.5260537786 37.9599267119
2 12.4 35.3899841204 143.044123706
0 12.6 101.974471055 80.2610964643
1 12.6 62.8712849006 38.0677816743
2 12.6 35.1874175367 143.282558559
0 12.8 102.244667911 80.2294333269
1 12.8 63.2165160227 38.1756366367
2 12.8 34.9848509529 143.520993412
0 13.0 102.514864767 80.1977701895
1 13.0 63.5617471447 38.2834915991
2 13.0 34.7822843692 143.759428264
0 13.2 102.785061622 80.1661070522
1 13.2 63.9069782667 38.3913465615
2 13.2 34.5797177854 143.997863117
