# position.dat
#
# Position data for simulation of WSN nodes
# Automatically generated with Python
# Version: 0.10, 2012-may-02
# Author: Marcus Lundén, SICS
# email: marcus.lunden@gmail.com
#
# Model used: Random Waypoint model
# Number of nodes: 3
# Time [s]: 600.0 seconds
# Min speed [m/s]: 1.0
# Max speed [m/s]: 2.0
# Min pause time [s]: 6.0
# Max pause time [s]: 12.0
# Currently disregarding the first 100.0 seconds
# Resolution [s]: 1.0
# Maximum X-size [m]: 180.0
# Maximum Y-size [m]: 180.0
# Note that nodes index here start at zero due to Cooja input format.
#    However, the nodes are indexed >=1 in stats file.
#
#==========================================
0 0.0 101.016171841 17.6513683789
1 0.0 38.1939184291 96.9795403239
2 0.0 66.1482161572 147.033655428
0 1.0 99.2898621662 17.5624451189
1 1.0 39.4911477641 95.9193655208
2 1.0 64.5534432703 147.820147178
0 2.0 97.5635524918 17.473521859
1 2.0 40.7883770992 94.8591907177
2 2.0 62.9586703834 148.606638928
0 3.0 95.8372428174 17.3845985991
1 3.0 42.0856064343 93.7990159146
2 3.0 61.3638974965 149.393130679
0 4.0 94.1109331429 17.2956753392
1 4.0 43.3828357694 92.7388411114
2 4.0 59.7691246096 150.179622429
0 5.0 92.3846234685 17.2067520793
1 5.0 44.6800651044 91.6786663083
2 5.0 58.1743517228 150.966114179
0 6.0 90.6583137941 17.1178288194
1 6.0 45.9772944395 90.6184915052
2 6.0 56.5795788359 151.752605929
0 7.0 88.9320041196 17.0289055595
1 7.0 47.2745237746 89.5583167021
2 7.0 54.984805949 152.53909768
0 8.0 87.2056944452 16.9399822996
1 8.0 48.5717531097 88.4981418989
2 8.0 53.3900330621 153.32558943
0 9.0 85.4793847708 16.8510590397
1 9.0 49.8689824447 87.4379670958
2 9.0 51.7952601752 154.11208118
0 10.0 83.7530750963 16.7621357798
1 10.0 51.1662117798 86.3777922927
2 10.0 50.2004872884 154.898572931
0 11.0 82.0267654219 16.6732125199
1 11.0 52.4634411149 85.3176174896
2 11.0 48.6057144015 155.685064681
0 12.0 80.3004557475 16.58428926
1 12.0 53.76067045 84.2574426864
2 12.0 47.0109415146 156.471556431
0 13.0 78.5741460731 16.4953660001
1 13.0 55.057899785 83.1972678833
2 13.0 45.4161686277 157.258048182
0 14.0 76.8478363986 16.4064427401
1 14.0 56.3551291201 82.1370930802
2 14.0 43.8213957408 158.044539932
0 15.0 75.1215267242 16.3175194802
1 15.0 57.6523584552 81.076918277
2 15.0 42.226622854 158.831031682
0 16.0 73.3952170498 16.2285962203
1 16.0 58.9495877903 80.0167434739
2 16.0 40.6318499671 159.617523433
0 17.0 71.6689073753 16.1396729604
1 17.0 60.2468171253 78.9565686708
2 17.0 39.0370770802 160.404015183
0 18.0 69.9425977009 16.0507497005
1 18.0 61.5440464604 77.8963938677
2 18.0 37.4423041933 161.190506933
0 19.0 68.2162880265 15.9618264406
1 19.0 62.8412757955 76.8362190645
2 19.0 35.8475313064 161.976998684
0 20.0 68.2162880265 15.9618264406
1 20.0 64.1385051306 75.7760442614
2 20.0 34.2527584196 162.763490434
0 21.0 68.2162880265 15.9618264406
1 21.0 65.4357344656 74.7158694583
2 21.0 32.6579855327 163.549982184
0 22.0 68.2162880265 15.9618264406
1 22.0 66.7329638007 73.6556946552
2 22.0 31.0632126458 164.336473934
0 23.0 68.2162880265 15.9618264406
1 23.0 68.0301931358 72.595519852
2 23.0 29.4684397589 165.122965685
0 24.0 68.2162880265 15.9618264406
1 24.0 69.3274224709 71.5353450489
2 24.0 27.873666872 165.909457435
0 25.0 68.2162880265 15.9618264406
1 25.0 70.6246518059 70.4751702458
2 25.0 26.2788939852 166.695949185
0 26.0 68.2162880265 15.9618264406
1 26.0 71.921881141 69.4149954427
2 26.0 24.6841210983 167.482440936
0 27.0 68.2162880265 15.9618264406
1 27.0 73.2191104761 68.3548206395
2 27.0 23.0893482114 168.268932686
0 28.0 68.2162880265 15.9618264406
1 28.0 74.5163398111 67.2946458364
2 28.0 21.4945753245 169.055424436
0 29.0 67.9466374538 17.2382899712
1 29.0 75.8135691462 66.2344710333
2 29.0 19.8998024376 169.841916187
0 30.0 67.6769868811 18.5147535018
1 30.0 77.1107984813 65.1742962302
2 30.0 18.3050295508 170.628407937
0 31.0 67.4073363084 19.7912170325
1 31.0 78.4080278164 64.114121427
2 31.0 16.7102566639 171.414899687
0 32.0 67.1376857357 21.0676805631
1 32.0 79.7052571514 63.0539466239
2 32.0 15.115483777 172.201391438
0 33.0 66.868035163 22.3441440937
1 33.0 81.0024864865 61.9937718208
2 33.0 15.115483777 172.201391438
0 34.0 66.5983845903 23.6206076243
1 34.0 82.2997158216 60.9335970177
2 34.0 15.115483777 172.201391438
0 35.0 66.3287340176 24.8970711549
1 35.0 83.5969451567 59.8734222145
2 35.0 15.115483777 172.201391438
0 36.0 66.0590834449 26.1735346855
1 36.0 84.8941744917 58.8132474114
2 36.0 15.115483777 172.201391438
0 37.0 65.7894328722 27.4499982162
1 37.0 86.1914038268 57.7530726083
2 37.0 15.115483777 172.201391438
0 38.0 65.5197822995 28.7264617468
1 38.0 87.4886331619 56.6928978052
2 38.0 15.115483777 172.201391438
0 39.0 65.2501317268 30.0029252774
1 39.0 88.785862497 55.632723002
2 39.0 15.115483777 172.201391438
0 40.0 64.9804811541 31.279388808
1 40.0 90.083091832 54.5725481989
2 40.0 15.115483777 172.201391438
0 41.0 64.7108305814 32.5558523386
1 41.0 91.3803211671 53.5123733958
2 41.0 15.3198172453 170.841913568
0 42.0 64.4411800087 33.8323158693
1 42.0 92.6775505022 52.4521985927
2 42.0 15.5241507136 169.482435699
0 43.0 64.171529436 35.1087793999
1 43.0 93.9747798373 51.3920237895
2 43.0 15.7284841819 168.12295783
0 44.0 63.9018788633 36.3852429305
1 44.0 95.2720091723 50.3318489864
2 44.0 15.9328176502 166.763479961
0 45.0 63.6322282906 37.6617064611
1 45.0 96.5692385074 49.2716741833
2 45.0 16.1371511185 165.404002092
0 46.0 63.3625777179 38.9381699917
1 46.0 97.8664678425 48.2114993801
2 46.0 16.3414845868 164.044524222
0 47.0 63.0929271452 40.2146335223
1 47.0 99.1636971776 47.151324577
2 47.0 16.5458180551 162.685046353
0 48.0 62.8232765725 41.491097053
1 48.0 100.460926513 46.0911497739
2 48.0 16.7501515234 161.325568484
0 49.0 62.5536259998 42.7675605836
1 49.0 101.758155848 45.0309749708
2 49.0 16.9544849916 159.966090615
0 50.0 62.2839754271 44.0440241142
1 50.0 103.055385183 43.9708001676
2 50.0 17.1588184599 158.606612746
0 51.0 62.0143248544 45.3204876448
1 51.0 104.352614518 42.9106253645
2 51.0 17.3631519282 157.247134876
0 52.0 61.7446742817 46.5969511754
1 52.0 105.649843853 41.8504505614
2 52.0 17.5674853965 155.887657007
0 53.0 61.475023709 47.8734147061
1 53.0 106.947073188 40.7902757583
2 53.0 17.7718188648 154.528179138
0 54.0 61.2053731363 49.1498782367
1 54.0 108.244302523 39.7301009551
2 54.0 17.9761523331 153.168701269
0 55.0 60.9357225636 50.4263417673
1 55.0 109.541531858 38.669926152
2 55.0 18.1804858014 151.8092234
0 56.0 60.6660719909 51.7028052979
1 56.0 110.838761193 37.6097513489
2 56.0 18.3848192697 150.44974553
0 57.0 60.3964214182 52.9792688285
1 57.0 112.135990528 36.5495765458
2 57.0 18.589152738 149.090267661
0 58.0 60.1267708455 54.2557323591
1 58.0 113.433219863 35.4894017426
2 58.0 18.7934862063 147.730789792
0 59.0 59.8571202728 55.5321958898
1 59.0 114.730449198 34.4292269395
2 59.0 18.9978196746 146.371311923
0 60.0 59.5874697001 56.8086594204
1 60.0 116.027678534 33.3690521364
2 60.0 19.2021531429 145.011834054
0 61.0 59.3178191274 58.085122951
1 61.0 117.324907869 32.3088773333
2 61.0 19.4064866112 143.652356184
0 62.0 59.0481685547 59.3615864816
1 62.0 118.622137204 31.2487025301
2 62.0 19.6108200795 142.292878315
0 63.0 58.778517982 60.6380500122
1 63.0 119.919366539 30.188527727
2 63.0 19.8151535477 140.933400446
0 64.0 58.5088674093 61.9145135429
1 64.0 119.919366539 30.188527727
2 64.0 20.019487016 139.573922577
0 65.0 58.2392168366 63.1909770735
1 65.0 119.919366539 30.188527727
2 65.0 20.2238204843 138.214444708
0 66.0 57.9695662639 64.4674406041
1 66.0 119.919366539 30.188527727
2 66.0 20.4281539526 136.854966838
0 67.0 57.6999156912 65.7439041347
1 67.0 119.919366539 30.188527727
2 67.0 20.6324874209 135.495488969
